!exclamation-point	ɛksklʌmeɪʃʌnpɔɪnt
"close-quote	kloʊzkwoʊt
"double-quote	dʌbʌlkwoʊt
shadowland	ʃædoʊlænd
shadowlands	ʃædoʊlændz
shadows	ʃædoʊz
shadowy	ʃædoʊi
shadrick	ʃædɹɪk
shadur	ʃædəɹ
shadwell	ʃædwɛl
shadwick	ʃædwɪk
shady	ʃeɪdi
shaefer	ʃeɪfəɹ
shaeffer	ʃɛfəɹ
shaer	ʃeɪəɹ
shafer	ʃeɪfəɹ
shaff	ʃæf
shaffer	ʃeɪfəɹ
shaffner	ʃæfnəɹ
shafran	ʃæfɹʌn
shaft	ʃæft
shafted	ʃæftɪd
shafting	ʃæftɪŋ
shafts	ʃæfts
shag	ʃæɡ
shaggy	ʃæɡi
shah	ʃɑ
shah's	ʃɑz
shahan	ʃæhʌn
shahar	ʃʌhɑɹ
shahar's	ʃʌhɑɹz
shaheed	ʃʌhid
shaheen	ʃʌhin
shahian	ʃʌhiʌn
shahidi	ʃʌhidi
shahin	ʃæhɪn
shahinian	ʃʌhɪniʌn
shahrokh	ʃɑɹɑk
shahrzad	ʃɑɹzæd
shai	ʃaɪ
shaik	ʃeɪk
shaiken	ʃeɪkʌn
shaikh	ʃeɪk
shain	ʃeɪn
shaine	ʃeɪn
shaka	ʃɑkʌ
shake	ʃeɪk
shakedown	ʃeɪkdaʊn
shakedowns	ʃeɪkdaʊnz
shaken	ʃeɪkʌn
shakeout	ʃeɪkaʊt
shaker	ʃeɪkəɹ
shakers	ʃeɪkəɹz
shakes	ʃeɪks
shakespeare	ʃeɪkspiɹ
shakespeare's	ʃeɪkspiɹz
shakespearean	ʃeɪkspɪɹiʌn
shakeup	ʃeɪkʌp
shakeups	ʃeɪkʌps
shakier	ʃeɪkiəɹ
shakiest	ʃeɪkiɪst
shakiness	ʃeɪkinʌs
shaking	ʃeɪkɪŋ
shakir	ʃækɪɹ
shakira	ʃækiɹʌ
shaklee	ʃækli
shakunaga	ʃɑkunɑɡʌ
shakur	ʃɑkəɹ
shaky	ʃeɪki
shalala	ʃʌleɪlʌ
shalala's	ʃʌleɪlʌz
shale	ʃeɪl
shaler	ʃeɪləɹ
shales	ʃeɪlz
shali	ʃæli
shalikashvili	ʃælikɑʃvili
shalikashvili's	ʃælikɑʃviliz
shall	ʃæl
shall's	ʃælz
shallcross	ʃælkɹɑs
shallenberger	ʃɔlʌnbəɹɡəɹ
shallow	ʃæloʊ
shallower	ʃæloʊəɹ
shallowness	ʃæloʊnʌs
shalnev	ʃɑlnɛv
shalom	ʃʌloʊm
shalt	ʃælt
sham	ʃæm
shamalia	ʃʌmɑljʌ
shaman	ʃeɪmʌn
shamanism	ʃeɪmʌnɪzm
shamanists	ʃeɪmʌnɪsts
shamans	ʃeɪmʌnz
shamas	ʃæmʌs
shambaugh	ʃæmbɔ
shamberger	ʃæmbəɹɡəɹ
shamble	ʃæmbʌl
shambles	ʃæmbʌlz
shambley	ʃæmbli
shamblin	ʃæmblɪn
shambo	ʃæmboʊ
shamburg	ʃæmbəɹɡ
shamburger	ʃæmbəɹɡəɹ
shame	ʃeɪm
shamed	ʃeɪmd
shameful	ʃeɪmfʌl
shamel	ʃæmʌl
shameless	ʃeɪmlʌs
shamelessly	ʃeɪmlʌsli
shamelle	ʃʌmɛl
shames	ʃeɪmz
shaming	ʃeɪmɪŋ
shamir	ʃʌmɪɹ
shamir's	ʃʌmɪɹz
shammond	ʃæmʌnd
shamp	ʃæmp
shampine	ʃæmpaɪn
shampoo	ʃæmpu
shampooed	ʃæmpud
shampoos	ʃæmpuz
shamrock	ʃæmɹɑk
shamrock's	ʃæmɹɑks
shamu	ʃɑmu
shamus	ʃeɪmʌs
shan	ʃæn
shana	ʃænʌ
shanafelt	ʃænʌfɛlt
shanahan	ʃænʌhæn
shanansky	ʃʌnænski
shand	ʃænd
shandling	ʃændlɪŋ
shandong	ʃɑndoʊŋ
shands	ʃændz
shandwick	ʃændwɪk
shandwick's	ʃændwɪks
shandy	ʃændi
shane	ʃeɪn
shaner	ʃeɪnəɹ
shaneyfelt	ʃænifɛlt
shanghai	ʃæŋhaɪ
shanghai's	ʃæŋhaɪz
shangkun	ʃæŋkʌn
shangri	ʃæŋɡɹi
shanholtz	ʃænhoʊlts
shanholtzer	ʃænhoʊltzəɹ
shank	ʃæŋk
shankar	ʃæŋkɑɹ
shankel	ʃæŋkʌl
shanken	ʃæŋkʌn
shanker	ʃæŋkəɹ
shankland	ʃæŋklʌnd
shankle	ʃæŋkʌl
shankles	ʃæŋkʌlz
shanklin	ʃæŋklɪn
shankman	ʃæŋkmʌn
shanks	ʃæŋks
shanley	ʃænli
shannahan	ʃænʌhæn
shannon	ʃænʌn
shannon's	ʃænʌnz
shansev	ʃænsɛv
shant	ʃɑnt
shanti	ʃænti
shanties	ʃæntiz
shanty	ʃænti
shantytown	ʃæntitaʊn
shantytowns	ʃæntitaʊnz
shantz	ʃænts
shao	ʃaʊ
shap	ʃæp
shape	ʃeɪp
shaped	ʃeɪpt
shapeless	ʃeɪplʌs
shapely	ʃeɪpli
shapero	ʃʌpɪɹoʊ
shapes	ʃeɪps
shaping	ʃeɪpɪŋ
shapira	ʃʌpɪɹʌ
shapiro	ʃʌpɪɹoʊ
shapiro's	ʃʌpɪɹoʊz
shapiros	ʃʌpɪɹoʊz
shapley	ʃæpli
shapp	ʃæp
shappell	ʃæpʌl
shaq	ʃæk
shaquille	ʃʌkil
shara	ʃɑɹʌ
sharaa	ʃɑɹʌ
sharansky	ʃəɹænski
sharar	ʃəɹɑɹ
sharber	ʃɑɹbəɹ
sharbono	ʃɑɹboʊnoʊ
shard	ʃɑɹd
shards	ʃɑɹdz
share	ʃɛɹ
share's	ʃɛɹz
sharecrop	ʃɛɹkɹɑp
sharecropper	ʃɛɹkɹɑpəɹ
sharecroppers	ʃɛɹkɹɑpəɹz
shared	ʃɛɹd
shareholder	ʃɛɹhoʊldəɹ
shareholder's	ʃɛɹhoʊldəɹz
shareholders	ʃɛɹhoʊldəɹz
shareholders'	ʃɛɹhoʊldəɹz
shareholding	ʃɛɹhoʊldɪŋ
shareholdings	ʃɛɹhoʊldɪŋz
sharell	ʃʌɹɛl
shareowner	ʃɛɹoʊnəɹ
shareowners	ʃɛɹoʊnəɹz
sharer	ʃɛɹəɹ
shares	ʃɛɹz
shares'	ʃɛɹz
shareware	ʃɛɹwɛɹ
sharf	ʃɑɹf
sharfman	ʃɑɹfmʌn
shari	ʃɑɹi
sharia	ʃɑɹiʌ
sharif	ʃəɹif
sharing	ʃɛɹɪŋ
shark	ʃɑɹk
sharkey	ʃɑɹki
sharking	ʃɑɹkɪŋ
sharklike	ʃɑɹklaɪk
sharks	ʃɑɹks
sharla	ʃɑɹlʌ
sharleen	ʃɑɹlin
sharlene	ʃɑɹlin
sharline	ʃɑɹlaɪn
sharlow	ʃɑɹloʊ
sharm	ʃɑɹm
sharma	ʃɑɹmʌ
sharma's	ʃɑɹmʌz
sharman	ʃɑɹmʌn
sharon	ʃæɹʌn
sharon's	ʃɛɹʌnz
sharp	ʃɑɹp
sharp's	ʃɑɹps
sharp-sign	ʃɑɹpsaɪn
sharpe	ʃɑɹp
sharpen	ʃɑɹpʌn
sharpened	ʃɑɹpʌnd
sharpening	ʃɑɹpʌnɪŋ
sharpens	ʃɑɹpʌnz
sharper	ʃɑɹpəɹ
sharpest	ʃɑɹpʌst
sharpeville	ʃɑɹpʌvɪl
sharpie	ʃɑɹpi
sharpies	ʃɑɹpiz
sharples	ʃɑɹpʌlz
sharpless	ʃɑɹplʌs
sharpley	ʃɑɹpli
sharply	ʃɑɹpli
sharpnack	ʃɑɹpnʌk
sharpness	ʃɑɹpnʌs
sharps	ʃɑɹps
sharpshooter	ʃɑɹpʃutəɹ
sharpshooters	ʃɑɹpʃutəɹz
sharpton	ʃɑɹptʌn
sharpy	ʃɑɹpi
sharpy's	ʃɑɹpiz
sharrar	ʃəɹɑɹ
sharrer	ʃɑɹəɹ
sharrett	ʃæɹɪt
sharrock	ʃæɹʌk
sharron	ʃæɹʌn
sharrow	ʃæɹoʊ
sharry	ʃɑɹi
shartzer	ʃɑɹtzəɹ
sharum	ʃɑɹʌm
sharyl	ʃɑɹʌl
shas	ʃɑs
shashlik	ʃɑʃlɪk
shashoua	ʃʌʃuʌ
shasta	ʃæstʌ
shasta's	ʃæstʌz
shasteen	ʃæstin
shatkin	ʃætkɪn
shatley	ʃætli
shatman	ʃætmʌn
shatner	ʃætnəɹ
shatrov	ʃætɹɑv
shatt	ʃæt
shatter	ʃætəɹ
shattered	ʃætəɹd
shattering	ʃætəɹɪŋ
shatterproof	ʃætəɹpɹuf
shatters	ʃætəɹz
shattuck	ʃætʌk
shatz	ʃæts
shatzer	ʃeɪtzəɹ
shaub	ʃɔb
shauger	ʃaʊɡəɹ
shaughnessy	ʃɔnɪsi
shaul	ʃɔl
shaulis	ʃaʊlɪs
shaull	ʃɔl
shaun	ʃɔn
shauna	ʃɔnʌ
shave	ʃeɪv
shaved	ʃeɪvd
shavelson	ʃeɪvʌlsɪn
shaven	ʃeɪvʌn
shaver	ʃeɪvəɹ
shavers	ʃeɪvəɹz
shaves	ʃeɪvz
shaving	ʃeɪvɪŋ
shavings	ʃeɪvɪŋz
shavord	ʃʌvɔɹd
shaw	ʃɔ
shaw's	ʃɔz
shawcross	ʃɔkɹɔs
shawgo	ʃɔɡoʊ
shawhan	ʃæwʌn
shawinigan	ʃʌwɪnɪɡʌn
shawl	ʃɔl
shawler	ʃɔləɹ
shawley	ʃɔli
shawls	ʃɔlz
shawmut	ʃɔmʌt
shawmut's	ʃɔmʌts
shawn	ʃɔn
shawn's	ʃɔnz
shawna	ʃɔnʌ
shawnee	ʃɔni
shawnut	ʃɔnʌt
shawshank	ʃɔʃænk
shawver	ʃɔvəɹ
shay	ʃeɪ
shaykin	ʃeɪkɪn
shaykin's	ʃeɪkɪnz
shayne	ʃeɪn
shays	ʃeɪz
shcharansky	ʃəɹænski
shchedrin	ʃɛdɹɪn
shcherbitsky	ʃəɹbɪtski
she	ʃi
she'd	ʃid
she'll	ʃil
she's	ʃiz
shea	ʃeɪ
shea's	ʃeɪz
shead	shɛd
sheaf	ʃif
sheaffer	ʃifəɹ
sheahan	ʃiʌn
shealey	ʃili
shealy	ʃili
shean	ʃin
shear	ʃɪɹ
shear's	ʃiɹz
sheard	ʃɪɹd
sheared	ʃɪɹd
shearer	ʃɪɹəɹ
shearin	ʃɪɹɪn
shearing	ʃɪɹɪŋ
shearman	ʃiɹmʌn
shearn	ʃɪɹn
shearon	ʃɪɹʌn
shearouse	ʃɪɹaʊs
shears	ʃiɹz
shearson	ʃɪɹsʌn
shearson's	ʃɪɹsʌnz
sheath	ʃiθ
sheathbill	ʃiθbɪl
sheathbills	ʃiθbɪlz
sheathe	ʃið
sheathed	ʃiðd
sheathing	ʃiðɪŋ
sheats	ʃits
sheaves	ʃivz
sheba	ʃibʌ
shebek	ʃɛbʌk
sheboygan	ʃʌbɔɪɡʌn
sheck	ʃɛk
sheck's	ʃɛks
sheckler	ʃɛkləɹ
shed	ʃɛd
shedd	ʃɛd
shedden	ʃɛdʌn
shedding	ʃɛdɪŋ
shedlock	ʃɛdlɑk
shedrick	ʃɛdɹɪk
sheds	ʃɛdz
sheeder	ʃidəɹ
sheedy	ʃidi
sheehan	ʃiʌn
sheehan's	ʃiʌnz
sheehy	ʃihi
sheek	ʃik
sheeks	ʃiks
sheela	ʃilʌ
sheelah	ʃilʌ
sheelen	ʃilʌn
sheeler	ʃiləɹ
sheeley	ʃili
sheely	ʃili
sheen	ʃin
sheen's	ʃinz
sheena	ʃinʌ
sheens	ʃinz
sheep	ʃip
sheep's	ʃips
sheepish	ʃipɪʃ
sheepishly	ʃipɪʃli
sheeps	ʃips
sheepskin	ʃipskɪn
sheer	ʃɪɹ
sheeran	ʃɪɹʌn
sheerer	ʃiɹəɹ
sheerin	ʃɪɹɪn
sheesh	ʃiʃ
sheesley	ʃizli
sheet	ʃit
sheeting	ʃitɪŋ
sheets	ʃits
sheetz	ʃits
sheff	ʃɛf
sheffer	ʃɛfəɹ
sheffey	ʃɛfi
sheffield	ʃɛfild
sheffler	ʃɛfləɹ
sheftel	ʃɛftɛl
sheftel's	ʃɛftɛlz
shegog	ʃɛɡɑɡ
shehan	ʃɛhʌn
shehane	ʃɛhʌn
shehorn	ʃɛhəɹn
sheik	ʃik
sheik's	ʃiks
sheikdom	ʃikdʌm
sheikdoms	ʃikdʌmz
sheikh	ʃik
sheiks	ʃiks
sheil	ʃaɪl
sheila	ʃilʌ
sheila's	ʃilʌz
sheilah	ʃilʌ
sheilds	ʃaɪldz
sheils	ʃaɪlz
shein	ʃaɪn
sheinberg	ʃaɪnbəɹɡ
shek	ʃɛk
shek's	ʃɛks
shekel	ʃɛkʌl
shekels	ʃɛkʌlz
shelburne	ʃɛlbəɹn
shelby	ʃɛlbi
shelby's	ʃɛlbiz
shelbyville	ʃɛlbivɪl
sheldahl	ʃɛldɑl
shelden	ʃɛldʌn
sheldon	ʃɛldʌn
shelev	ʃɛlɪv
sheley	ʃili
shelf	ʃɛlf
shelhah	ʃɛlhʌ
shelhamer	ʃɛlhʌməɹ
shelia	ʃɪljʌ
sheline	ʃɛlaɪn
shell	ʃɛl
shell's	ʃɛlz
shellabarger	ʃɛlʌbɑɹɡəɹ
shelled	ʃɛld
shellenbarger	ʃɛlɪnbɑɹɡəɹ
shellenberger	ʃɛlʌnbəɹɡəɹ
sheller	ʃɛləɹ
shelley	ʃɛli
shelley's	ʃɛliz
shellfish	ʃɛlfɪʃ
shellhammer	ʃɛlhæməɹ
shellhorn	ʃɛlhəɹn
shelling	ʃɛlɪŋ
shellings	ʃɛlɪŋz
shellito	ʃeɪlitoʊ
shellman	ʃɛlmʌn
shells	ʃɛlz
shellshock	ʃɛlʃɑk
shellshocked	ʃɛlʃɑkt
shelly	ʃɛli
shelman	ʃɛlmʌn
shelnutt	ʃɛlnʌt
shelor	ʃɛləɹ
shelp	ʃɛlp
shelstad	ʃɛlstʌd
shelter	ʃɛltəɹ
sheltered	ʃɛltəɹd
sheltering	ʃɛltəɹɪŋ
shelters	ʃɛltəɹz
shelton	ʃɛltʌn
shelton's	ʃɛltʌnz
shelve	ʃɛlv
shelved	ʃɛlvd
shelves	ʃɛlvz
shelving	ʃɛlvɪŋ
shema	ʃɪmʌ
shemanski	ʃɪmænski
shemona	ʃɪmoʊnʌ
shemwell	ʃɛmwɛl
shen	ʃɛn
shena	ʃinʌ
shenandoah	ʃɛnʌndoʊʌ
shenanigan	ʃʌnænɪɡʌn
shenanigans	ʃʌnænɪɡʌnz
shenberger	ʃɛnbəɹɡəɹ
shenefield	ʃɛnɪfild
sheneman	ʃinmʌn
sheng	ʃɛŋ
sheng-fen	ʃɛŋfɛn
shenice	ʃʌnis
shenk	ʃɛŋk
shenker	ʃɛŋkəɹ
shenkman	ʃɛŋkmʌn
shenton	ʃɛntʌn
shenyang	ʃɛnjæŋ
shenzhen	ʃɛnʒɛn
shep	ʃɛp
shepard	ʃɛpəɹd
shepard's	ʃɛpəɹdz
shepardson	ʃɛpɑɹdsʌn
sheperd	ʃɛpəɹd
shephard	ʃɛpəɹd
shepheard	ʃɛpəɹd
shepherd	ʃɛpəɹd
shepherd's	ʃɛpəɹdz
shepherded	ʃɛpəɹdɪd
shepherding	ʃɛpəɹdɪŋ
shepherds	ʃɛpəɹdz
shepler	ʃɛpləɹ
shepley	ʃɛpli
shepp	ʃɛp
sheppard	ʃɛpəɹd
sheppard's	ʃɛpəɹdz
sheppards	ʃɛpəɹdz
shepper	ʃɛpəɹ
shepperd	ʃɛpəɹd
shepperson	ʃɛpəɹsʌn
sheppy	ʃɛpi
sher	ʃəɹ
sherak	ʃɛɹæk
sherard	ʃɛɹəɹd
sheraton	ʃɛɹʌtʌn
sheraton's	ʃɛɹʌtʌnz
sherbert	ʃəɹbəɹt
sherbet	ʃəɹbʌt
sherbondy	ʃəɹbɑndi
sherborne	ʃəɹbəɹn
sherbourn	ʃəɹbʊɹn
sherbourne	ʃəɹbʊɹn
sherburn	ʃəɹbəɹn
sherburne	ʃəɹbəɹn
shere	ʃɪɹ
sheree	ʃəɹi
sherer	ʃɪɹəɹ
sherfey	ʃəɹfi
sherfield	ʃəɹfild
sheri	ʃɛɹi
sherick	ʃɛɹɪk
sheridan	ʃɛɹɪdʌn
sheriff	ʃɛɹʌf
sheriff's	ʃɛɹʌfs
sheriffs	ʃɛɹʌfs
sherin	ʃɛɹɪn
sherk	ʃəɹk
sherley	ʃəɹli
sherlin	ʃəɹlɪn
sherlock	ʃəɹlɑk
sherlock's	ʃəɹlɑks
sherlund	ʃəɹlʌnd
sherman	ʃəɹmʌn
sherman's	ʃəɹmʌnz
shermer	ʃəɹməɹ
shernoff	ʃəɹnɔf
sherod	ʃɛɹʌd
sherr	ʃɛɹ
sherr's	ʃɛɹz
sherrard	ʃɛɹəɹd
sherrell	ʃɛɹʌl
sherrer	ʃɛɹəɹ
sherrgold	ʃɛɹɡoʊld
sherri	ʃɛɹi
sherri's	ʃɛɹiz
sherrick	ʃɛɹɪk
sherrie	ʃɛɹi
sherriff	ʃɛɹɪf
sherrill	ʃɛɹɪl
sherrin	ʃɛɹɪn
sherrit	ʃɛɹɪt
sherritt	ʃɛɹɪt
sherrod	ʃɛɹʌd
sherron	ʃɛɹʌn
sherrow	ʃɛɹoʊ
sherry	ʃɛɹi
sherry's	ʃɛɹiz
shertzer	ʃəɹtzəɹ
sherva	ʃəɹvʌ
sherwin	ʃəɹwɪn
sherwood	ʃəɹwʊd
sherwood's	ʃəɹwʊdz
sheryl	ʃɛɹʌl
sheshunoff	ʃɛʃunɔf
sheth	ʃɛθ
shetland	ʃɛtlʌnd
shetler	ʃɛtləɹ
shetley	ʃɛtli
shetter	ʃɛtəɹ
shetterly	ʃɛtəɹli
shevardnadze	ʃɛvəɹdnɑdzi
shevardnadze's	ʃɛvəɹdnɑdziz
shevlin	ʃɛvlɪn
shevtl	ʃɛvtɪl
shew	ʃu
sheward	ʃuəɹd
shewchuk	ʃɛtʃʌk
shewell	ʃɛwɛl
shewmake	ʃumeɪk
shewmaker	ʃumeɪkəɹ
shi	ʃi
shia	ʃiʌ
shiah	ʃiʌ
shias	ʃiʌz
shibanna	ʃɪbænʌ
shibata	ʃibɑtʌ
shibboleth	ʃɪbʌlɛθ
shibley	ʃɪbli
shick	ʃɪk
shicoff	ʃɪkɔf
shideler	ʃɪdʌləɹ
shidler	ʃaɪdʌləɹ
shied	ʃaɪd
shieh	ʃi
shiel	ʃil
shiela	ʃaɪlʌ
shield	ʃild
shield's	ʃildz
shielded	ʃildɪd
shielding	ʃildɪŋ
shields	ʃildz
shiels	ʃilz
shier	ʃaɪəɹ
shies	ʃaɪz
shiff	ʃɪf
shiffer	ʃɪfəɹ
shiffler	ʃɪfləɹ
shifflet	ʃɪflɪt
shifflett	ʃɪflɪt
shiffman	ʃɪfmʌn
shiflet	ʃɪflɪt
shiflett	ʃɪflɪt
shifrin	ʃɪfɹɪn
shift	ʃɪft
shifted	ʃɪftʌd
shifter	ʃɪftəɹ
shifting	ʃɪftɪŋ
shiftless	ʃɪftlɪs
shifts	ʃɪfts
shifty	ʃɪfti
shigeki	ʃɪɡeɪki
shigekuni	ʃiɡɪkuni
shigeo	ʃɪɡeɪoʊ
shigeru	ʃɪɡeɪɹu
shigley	ʃɪɡli
shih	ʃi
shihan	ʃihɑn
shiina	ʃinʌ
shiite	ʃiaɪt
shiites	ʃiaɪts
shiley	ʃɪli
shill	ʃɪl
shiller	ʃɪləɹ
shilling	ʃɪlɪŋ
shillingburg	ʃɪlɪŋbəɹɡ
shillinger	ʃɪlɪndʒəɹ
shillinglaw	ʃɪlɪŋlɔ
shillings	ʃɪlɪŋz
shillington	ʃɪlɪŋtʌn
shiloh	ʃaɪloʊ
shilts	ʃɪlts
shim	ʃɪm
shima	ʃimʌ
shimabukuro	ʃimɑbukʊɹoʊ
shimada	ʃimɑdʌ
shimbun	ʃɪmbʌn
shimek	ʃɪmɪk
shimel	ʃɪmʌl
shimer	ʃaɪməɹ
shimizu	ʃɪmizu
shimko	ʃɪmkoʊ
shimkus	ʃɪmkʌs
shimmel	ʃɪmʌl
shimmer	ʃɪməɹ
shimmered	ʃɪməɹd
shimmering	ʃɪməɹɪŋ
shimmerlik	ʃɪməɹlɪk
shimmers	ʃɪməɹz
shimmin	ʃɪmɪn
shimmy	ʃɪmi
shimoda	ʃɪmoʊdʌ
shimoga	ʃɪmoʊɡʌ
shimokawa	ʃɪmoʊkɑwʌ
shimon	ʃimoʊn
shimone	ʃimoʊn
shimp	ʃɪmp
shin	ʃɪn
shinall	ʃɪnʌl
shinault	ʃɪnaʊlt
shinbein	ʃɪnbaɪn
shinbone	ʃɪnboʊn
shindig	ʃɪndɪɡ
shindle	ʃɪndʌl
shindledecker	ʃɪndʌldɪkəɹ
shindler	ʃɪndləɹ
shindler's	ʃɪndləɹz
shindou	ʃɪndoʊ
shine	ʃaɪn
shined	ʃaɪnd
shiner	ʃaɪnəɹ
shines	ʃaɪnz
shing	ʃɪŋ
shingle	ʃɪŋɡʌl
shingledecker	ʃɪŋɡʌldɪkəɹ
shingler	ʃɪŋləɹ
shingles	ʃɪŋɡʌlz
shingleton	ʃɪŋɡʌltʌn
shinichi	ʃɪnitʃi
shining	ʃaɪnɪŋ
shinkle	ʃɪŋkʌl
shinko	ʃɪŋkoʊ
shinn	ʃɪn
shinners	ʃɪnəɹz
shinnick	ʃɪnɪk
shinri	ʃɪnɹi
shinrikyo	ʃɪnɹikjoʊ
shinsei	ʃɪnseɪ
shinsky	ʃɪnski
shintaro	ʃɪntɑɹoʊ
shinto	ʃɪntoʊ
shinwa	ʃɪnwʌ
shinxiaku	ʃɪntʃjɑku
shiny	ʃaɪni
shinyuka	ʃɪnjukʌ
shiong	ʃiɔŋ
shionogi	ʃiʌnoʊɡi
ship	ʃɪp
ship's	ʃɪps
shipboard	ʃɪpbɔɹd
shipbuilder	ʃɪpbɪldəɹ
shipbuilders	ʃɪpbɪldəɹz
shipbuilding	ʃɪpbɪldɪŋ
shipbuildings	ʃɪpbɪldɪŋz
shipe	ʃaɪp
shipes	ʃaɪps
shipholding	ʃɪphoʊldɪŋ
shiplett	ʃɪplɪt
shipley	ʃɪpli
shipload	ʃɪploʊd
shiploads	ʃɪploʊdz
shipman	ʃɪpmʌn
shipmate	ʃɪpmeɪt
shipmates	ʃɪpmeɪts
shipment	ʃɪpmʌnt
shipments	ʃɪpmʌnts
shipowner	ʃɪpoʊnəɹ
shipowners	ʃɪpoʊnəɹz
shipp	ʃɪp
shipp's	ʃɪps
shipped	ʃɪpt
shippee	ʃɪpi
shipper	ʃɪpəɹ
shipper's	ʃɪpəɹz
shippers	ʃɪpəɹz
shippey	ʃɪpi
shipping	ʃɪpɪŋ
shippingport	ʃɪpɪŋpɔɹt
shipps	ʃɪps
shippy	ʃɪpi
ships	ʃɪps
ships'	ʃɪps
shipshape	ʃɪpʃeɪp
shipton	ʃɪptʌn
shipwash	ʃɪpwɑʃ
shipwreck	ʃɪpɹɛk
shipwright	ʃɪpɹaɪt
shipwrights	ʃɪpɹaɪts
shipyard	ʃɪpjɑɹd
shipyard's	ʃɪpjɑɹdz
shipyards	ʃɪpjɑɹdz
shir	ʃəɹ
shira	ʃɪɹʌ
shirah	ʃɪɹʌ
shiraishi	ʃɪɹɑiʃi
shirazi	ʃɪɹɑzi
shire	ʃaɪɹ
shirell	ʃɪɹɛl
shirelle	ʃɪɹɛl
shireman	ʃɪɹeɪmʌn
shiremanstown	ʃaɪɹmʌnztaʊn
shirer	ʃaɪəɹɹ
shires	ʃaɪɹz
shirey	ʃaɪɹi
shirin	ʃɪɹʌn
shirk	ʃəɹk
shirked	ʃəɹkt
shirkey	ʃəɹki
shirking	ʃəɹkɪŋ
shirl	ʃəɹl
shirlee	ʃəɹli
shirleen	ʃəɹlin
shirlene	ʃəɹlin
shirley	ʃəɹli
shirley's	ʃəɹliz
shirlie	ʃəɹli
shiroma	ʃɪɹoʊmʌ
shirone	ʃɪɹoʊn
shirr	ʃəɹ
shirrell	ʃəɹɛl
shirt	ʃəɹt
shirted	ʃəɹtʌd
shirting	ʃəɹtɪŋ
shirts	ʃəɹts
shirtsleeve	ʃəɹtsliv
shiseido	ʃɪseɪdoʊ
shishido	ʃiʃidoʊ
shisler	ʃɪsʌləɹ
shissler	ʃɪsləɹ
shit	ʃɪt
shithead	ʃɪthɛd
shitila	ʃʌtɪlʌ
shitty	ʃɪti
shiu	ʃu
shiva	ʃivʌ
shive	ʃaɪv
shiveley	ʃɪvɪli
shively	ʃaɪvli
shiver	ʃɪvəɹ
shiverdecker	ʃɪvəɹdɪkəɹ
shivered	ʃɪvəɹd
shivering	ʃɪvəɹɪŋ
shivers	ʃɪvəɹz
shives	ʃaɪvz
shivley	ʃɪvli
shiyuan	ʃiuɑn
shizuka	ʃɪzukʌ
shizuoka	ʃizwoʊkʌ
shlaes	ʃleɪz
shlenker	ʃlɛŋkəɹ
shlobidan	ʃloʊbɪdʌn
shmooze	ʃmuz
shmoozer	ʃmuzəɹ
shmoozing	ʃmuzɪŋ
shmyrev	ʃmiɹɛv
shoaf	ʃoʊf
shoaff	ʃoʊf
shoals	ʃoʊlz
shobana	ʃoʊbɑnʌ
shobana's	ʃoʊbɑnʌz
shobanna	ʃoʊbɑnʌ
shobanna's	ʃoʊbɑnʌz
shobe	ʃoʊb
shober	ʃoʊbəɹ
shoberg	ʃoʊbəɹɡ
shobert	ʃɑbəɹt
shock	ʃɑk
shocked	ʃɑkt
shocker	ʃɑkəɹ
shockey	ʃɑki
shocking	ʃɑkɪŋ
shockingly	ʃɑkɪŋli
shockley	ʃɑkli
shocks	ʃɑks
shockwave	ʃɑkweɪv
shockwaves	ʃɑkweɪvz
shod	ʃɑd
shoddy	ʃɑdi
shoe	ʃu
shoe's	ʃuz
shoebox	ʃoʊbɑks
shoehorn	ʃuhɔɹn
shoehorned	ʃuhɔɹnd
shoelace	ʃuleɪs
shoelaces	ʃuleɪsʌz
shoemake	ʃumeɪk
shoemaker	ʃumeɪkəɹ
shoemakers	ʃumeɪkəɹz
shoemate	ʃumeɪt
shoen	ʃun
shoeprint	ʃupɹɪnt
shoeprints	ʃupɹɪnts
shoes	ʃuz
shoeshine	ʃuʃaɪn
shoestring	ʃustɹɪŋ
shoff	ʃɔf
shoffner	ʃɔfnəɹ
shofner	ʃɑfnəɹ
shogren	ʃɑɡɹɛn
shogun	ʃoʊɡʌn
shohat	ʃoʊhæt
shoichi	ʃoʊitʃi
shoichiro	ʃoʊɪtʃɪɹoʊ
shoji	ʃoʊdʒi
shokhin	ʃoʊkɪn
shoko	ʃoʊkoʊ
sholar	ʃoʊləɹ
sholem	ʃoʊlʌm
sholes	ʃoʊlz
sholl	ʃɑl
shollenberger	ʃɑlʌnbəɹɡəɹ
sholly	ʃɑli
sholtis	ʃoʊltɪs
sholto	ʃoʊltoʊ
shomaker	ʃoʊmeɪkəɹ
shomo	ʃoʊmoʊ
shon	ʃɑn
shona	ʃoʊnʌ
shone	ʃoʊn
shoney	ʃoʊni
shoney's	ʃoʊniz
shonk	ʃɑŋk
shonka	ʃɑŋkʌ
shonkwiler	ʃɑŋkwaɪləɹ
shontz	ʃɑnts
shoo	ʃu
shoob	ʃub
shooed	ʃud
shoofly	ʃuflaɪ
shook	ʃʊk
shoop	ʃup
shoopman	ʃupmʌn
shooshan	ʃuʃʌn
shoot	ʃut
shootdown	ʃutdaʊn
shooter	ʃutəɹ
shooters	ʃutəɹz
shootin'	ʃutɪn
shooting	ʃutɪŋ
shootings	ʃutɪŋz
